x,y,client_age,clinick_distance,density_area,park_distance,vulnerable_group_density,social_infrastructure_rating
43.9536553766524,27.916857983037104,70,3,39,8,4,3
63.38450157181284,5.134687932665106,18,1,38,31,9,9
53.18098473620167,30.673215176004884,1,1,10,90,1,6
49.958807622337005,36.8242842780986,25,3,21,98,4,9
46.21662010197893,43.47870433387672,45,2,21,48,7,3
48.89858750327695,4.197339505951649,38,3,37,84,7,7
52.06890606235224,14.245282196840302,52,3,28,97,3,2
50.80528865525842,19.65594799715487,61,1,13,53,2,7
57.3344802694722,7.815821887201075,56,1,13,3,7,5
59.23618327395068,39.03797409267074,14,3,43,4,6,8
51.04666565953045,27.51082380664757,72,3,1,78,3,8
53.46772305622466,18.55178661844993,32,2,29,89,9,2
43.99933612834723,19.52686881439108,69,2,15,97,6,3
48.34969660142656,16.987400259563103,67,3,13,60,1,3
45.57091960210863,35.57200447829335,85,3,48,30,3,1
44.59884408784854,36.108658028722864,80,1,20,64,5,4
65.00345586571662,1.5478184407445148,29,3,7,63,4,2
50.34215699520824,33.184166353944526,78,1,39,59,9,6
62.44836749338082,31.16798757853534,47,2,46,56,3,1
54.27957360589239,20.101542192532385,49,1,34,49,3,1
44.63703306155936,25.41120758702871,38,2,39,79,9,3
63.27774279245149,12.904505570998737,8,1,2,18,8,9
63.30503688515943,27.33119760849312,84,3,41,46,1,9
55.64437453457004,41.48730730925112,86,3,44,69,7,7
63.86033355033695,5.300613332022095,26,2,30,92,5,1
56.86580320486621,40.400295888858125,91,2,16,61,8,6
49.66483448729223,16.34250228330929,84,1,19,79,4,6
56.80599168062737,22.5338681847465,61,2,7,26,2,8
59.43783625165846,6.413051538736704,81,1,26,99,9,2
54.45801702780257,0.5031088396226334,12,3,8,56,9,2
44.68690199916864,33.189729818980496,11,1,27,35,1,2
61.92984403200068,5.469272409089201,91,2,47,41,3,3
50.190612684415946,18.92053790767553,68,3,6,56,7,1
55.11809270810689,-2.1824281915070207,52,1,27,48,4,8
44.190934972734055,11.45849989808473,45,1,34,27,4,3
45.540855666720645,18.696809940085465,53,3,7,59,4,1
60.61551586113816,12.25626386251146,75,3,27,65,3,2
62.35973964830199,13.27369920873872,61,3,13,28,4,8
49.980058447306575,42.31389680968978,95,3,28,16,7,7
48.5471501251868,12.108863912803663,64,3,7,25,7,2
54.12095292206427,36.97384407302284,81,1,8,8,9,3
63.25332676531056,5.984702955197932,28,3,32,64,6,4
44.19686832711281,36.919067748202565,46,2,17,2,6,3
52.95228676093259,25.800828235722125,41,2,41,40,8,2
38.30175750941026,14.552966769038823,78,2,24,24,4,8
38.78747466387565,30.02767340653211,55,2,12,29,2,4
54.72256986187856,36.42910955111896,58,2,2,10,1,1
30.75687022034606,37.12595553320565,53,3,8,28,2,6
68.81841611466756,7.36418299826966,94,3,48,91,7,8
37.7119512201171,31.907314299539287,11,2,31,6,9,3
70.24929924436172,10.197642287738406,62,2,31,60,1,6
41.19982221203243,10.942374976629798,77,1,36,21,2,8
67.88109717855451,4.244416877869087,11,3,24,69,7,8
70.46461881906255,-6.652785788772989,15,1,16,31,2,9
42.39449328161773,36.94802592434374,15,2,8,56,6,2
58.44562261734175,19.506526691708576,14,1,26,10,2,8
51.80340052560448,35.20190321736735,93,3,47,75,5,6
66.51818100875226,6.01286599592826,37,2,33,66,3,8
53.45932027873572,0.6057314165049816,36,3,39,22,3,1
56.61690155401263,39.469816702809126,79,2,36,75,1,5
46.57969246439578,21.400648892298303,42,2,2,44,5,4
54.59540014960829,-1.78890309401535,79,3,30,62,8,6
48.494919877446414,37.1151268388083,72,1,37,76,8,3
51.76738081576983,22.74806781037859,71,2,5,18,4,8
56.28598257950984,15.69970651190092,95,1,40,45,7,2
56.995179064005626,2.6252395005526146,76,2,26,20,6,2
66.33169183667975,26.157329564217736,23,2,46,22,6,5
62.80339657527641,24.376482907944936,47,3,3,29,7,1
44.498899160460105,11.34151289827786,35,1,8,15,9,7
54.45123251390149,1.4070681507428753,91,2,10,60,6,7
54.54165321357878,12.676721485579936,50,2,11,55,4,3
47.51307238404655,32.01186997238161,25,1,8,37,1,4
46.62168950346999,43.1366984361617,24,1,36,41,6,9
62.78424963971601,27.620535783323398,92,1,16,99,6,9
52.67269430317375,19.263874645249533,53,3,38,25,9,7
41.038345416635096,11.063731106559588,12,2,26,98,1,3
49.06009954336648,17.9972971093811,9,2,21,32,7,6
48.15460336712207,17.33472559766402,38,1,48,25,2,5
70.22726184588741,11.324242300533609,62,2,36,43,1,7
48.62497394658833,3.215661778629628,92,2,8,59,3,1
60.83745510527237,19.26759687468989,12,3,11,27,6,5
54.01147617565909,24.12570045312788,84,1,30,23,1,1
41.24734965048497,22.557258542254363,86,2,44,18,9,3
42.5221325108025,24.254334876531463,6,3,17,64,4,1
47.212170195454114,8.803383804544884,66,2,40,23,5,9
49.70302192732951,19.216692913682355,38,3,33,11,6,4
51.15496823184985,53.006079612409344,63,2,34,84,1,8
59.598536054211394,18.71895176663509,57,2,21,46,3,9
36.11778907660871,33.756787803650354,61,1,2,25,2,3
41.049977027418166,24.325919550766592,74,1,23,46,9,2
48.28864816444311,21.5080905153978,85,1,42,54,7,1
66.57381876220187,8.570061501684245,61,1,23,8,5,7
44.800377285667246,21.656918209182905,85,3,29,83,7,8
47.978569468247095,26.76513359152729,60,2,27,80,7,8
59.54259500899609,40.02255232029325,75,3,49,65,8,4
42.81982117412836,18.15489983008288,13,2,37,28,5,5
43.82868439547487,27.771548006147604,73,1,24,29,5,6
54.93070746997361,-0.7883229139916071,25,2,37,65,5,8
58.04087404002557,4.747437556101184,60,3,36,11,8,4
56.144137994405696,34.960763439744895,81,1,24,1,2,2
47.254898550244185,42.99120405828483,43,3,33,31,1,8
45.9366721598918,51.79732257465879,81,1,37,99,5,5
56.847143449626174,31.86396718544823,90,2,17,23,7,1
56.86406893995891,12.615476578206342,44,1,12,1,8,2
65.79982542268014,-2.598065510158339,80,3,40,48,3,5
69.59774771008325,9.43798819874457,36,2,21,45,3,7
50.41907856162405,41.43135473625332,63,3,24,88,4,8
35.69641079683338,36.41467254971016,9,3,10,61,4,9
32.65403947238581,37.63872802088609,72,3,33,59,1,5
49.83137087685611,12.117447352853269,93,3,24,10,8,4
57.11474896009744,40.68839423648932,90,1,45,28,4,1
60.061992990321954,33.765687392215675,91,1,39,27,5,4
40.79209677419791,36.3154744095761,25,2,42,57,7,7
56.47127937547222,29.938806317714462,5,3,36,46,7,2
54.766993163820274,30.99841960030084,81,2,49,10,8,1
47.99738229628473,17.78718574416422,29,2,20,3,1,6
65.05140626966724,25.03893591620421,4,1,31,98,2,1
37.668730864300485,12.940898421383082,83,3,46,3,5,4
56.23095286910964,-0.6490383289629096,7,3,31,67,9,9
50.08384453325982,2.327475692939551,8,1,13,63,6,9
56.06482167155637,16.471659168433092,89,2,18,41,2,9
63.13243829681178,8.736920122053393,8,1,18,72,6,4
19.60205465200753,35.38709541967744,49,3,47,86,3,6
54.35422158721158,11.516981230595352,62,3,40,13,1,6
47.85624357287509,14.3605216282236,83,2,32,45,1,8
58.39616924464757,20.355900181843943,4,3,5,3,1,1
61.49390828436074,18.01999467803316,74,3,39,16,2,7
69.71702129242661,9.78082065421128,54,2,27,19,9,4
44.43353570506896,21.871032899222847,80,2,4,7,7,5
45.65906192727151,20.313946732617637,58,2,1,9,1,8
44.298471411929874,22.310467438676454,45,2,48,52,1,7
56.44630959866161,23.299743153732816,77,2,25,2,1,1
52.48674599020925,0.9945549083829632,22,3,18,10,9,8
69.08416861339741,-6.865619565709712,73,2,5,43,7,4
51.50836755329594,22.77062376117521,48,2,27,83,8,2
54.07622777625576,0.6764394732444083,48,1,29,83,5,8
55.03822704854723,28.325989944689947,90,2,31,39,3,8
65.60045912821029,29.58543979926292,5,2,8,1,8,2
39.950049442287686,11.676622877413564,71,1,8,94,9,5
39.06598509194544,30.551429736194653,45,1,33,85,6,9
61.22383109048595,11.277404573609092,40,2,9,7,1,6
54.226214727381766,36.08025488697859,40,3,42,26,5,4
60.00581067028124,19.470562829041512,45,1,8,22,1,3
46.52771321856141,33.01561936724014,14,2,37,87,7,3
33.02236147460869,37.04293326563037,69,1,29,33,8,4
53.111470516808026,45.74625734525663,43,3,40,49,6,3
45.339355654784576,24.408708830780395,41,3,12,62,2,7
51.064793352985966,47.61111147260715,86,3,14,56,1,4
60.37029125835468,14.964422758978694,87,1,38,49,5,2
37.97179590348819,11.946423554641411,41,1,13,46,2,2
60.18895678667391,3.203158231509481,7,2,44,58,2,2
64.58423066881286,30.43364377241724,54,3,27,77,8,5
58.54102954974153,32.39822546153257,10,1,10,64,4,4
29.797796670452783,36.93569424087541,38,2,16,61,2,8
51.216449479585584,30.467571478558245,46,2,9,53,3,2
57.10410658377618,28.99832350698433,43,3,48,15,4,3
46.93461643197321,27.93749659889733,90,3,31,91,9,7
67.66628412754088,24.170758475928555,33,3,22,10,1,4
71.34864235365221,-7.363100463882183,35,2,1,99,8,1
45.17196637733815,19.870345738276377,71,1,41,4,8,5
46.8655690572475,51.78851662152788,9,3,42,8,4,6
44.40530116910558,28.175473998111293,47,3,5,81,8,9
61.197419807105646,31.32796245602613,18,3,49,66,4,7
59.79548733419002,37.869797020875,31,3,15,54,7,1
55.42464127577034,40.57245780364194,8,2,20,47,1,4
53.087535707202434,14.706693696769008,55,3,10,56,6,1
64.79792301117433,-2.6795675698016423,16,3,38,51,5,2
54.08606799526476,43.90149046051881,13,1,6,3,2,8
54.8342921842404,1.0659483267003211,43,2,9,76,5,5
54.1743691783574,5.721982620827637,78,2,9,14,6,7
58.63324380513196,26.10864824449952,80,2,11,44,3,3
39.349744058022544,31.29689576996079,48,1,2,23,7,6
39.70545917494525,30.272483181939453,7,2,19,82,7,2
64.70607492103657,-0.4406340098666262,53,2,30,55,6,2
39.7553772531082,11.657996260924644,56,1,5,89,8,6
66.39809156000253,28.15852835383625,1,3,24,52,4,7
38.50631608747554,30.853189544110645,1,2,44,95,6,5
59.940414033066816,4.2763499828504745,59,2,23,59,7,1
51.60480885121149,18.721912207873835,41,3,11,50,9,3
46.88311541933454,11.131889197522362,81,2,44,24,7,2
66.37675668470617,2.559473339101981,23,1,37,31,5,3
39.245306598784175,4.854754776502912,24,1,41,94,3,6
70.78704860465776,-6.855964848880292,77,1,7,68,1,2
47.87247091552753,17.458624906256176,27,3,31,76,5,4
41.39539765843092,19.17273829373697,85,1,26,83,1,9
42.248799664383945,22.096630169813032,92,1,11,7,9,2
70.72394624249942,13.121966230705295,67,1,15,18,8,4
48.730034358511816,17.804307413602658,53,1,3,67,2,5
56.65468948512104,28.422319081078925,78,1,20,31,9,9
43.37015550636659,10.768671471638871,90,1,39,90,8,8
70.26261207174312,11.185898946852722,12,1,28,94,1,8
61.300863880457655,6.070010668679662,93,1,46,8,1,6
52.728070189666575,15.525775485976794,51,2,45,69,5,3
43.67682311750927,24.90720343412553,77,2,10,23,7,9
60.02153000705634,7.161975074850661,76,3,38,9,8,1
50.61388733081331,14.443784752457832,63,3,15,64,4,4
54.83492361892567,25.61823369169008,35,3,44,29,7,5
53.20510813391661,0.8835439087350024,25,3,34,82,9,9
66.91614075106783,6.313371632226174,1,2,4,42,3,9
38.92548494171493,11.088780511725272,85,3,7,8,2,2
60.98201418669233,36.24672276813818,50,2,34,37,8,2
64.83345035800535,8.415535259279903,18,1,49,67,2,9
49.51330656271954,34.26840768223959,13,1,31,66,9,8
47.784677289148405,14.285087959677764,65,3,32,18,9,3
52.191096880084345,3.201704152542698,18,2,4,68,9,6
41.723078959186246,6.750807472208936,49,1,28,27,3,6
43.11613241740426,35.5372695581962,88,1,33,95,9,2
44.62692095447496,37.3131499916633,67,3,3,84,4,9
44.54101671937365,22.4178131256087,16,3,22,45,2,3
55.80008511157674,35.84607809885803,19,1,4,23,9,4
63.88776031118856,7.360035863955348,60,2,41,18,8,3
53.37720319203515,2.482929650051778,49,1,3,30,4,4
66.66721308375156,1.5477580328980145,90,2,17,93,9,6
41.19712989078206,10.990279220403709,74,1,49,94,8,7
37.37542299143799,32.06401318915852,62,1,25,46,9,2
45.28511942567688,22.210039808827915,38,3,29,21,4,8
43.01759560696305,23.255061405456757,88,2,8,70,1,3
66.79177533075895,14.70877160291117,26,1,48,91,1,9
47.28965541125956,23.73372923669936,95,1,10,89,7,9
49.55666916780187,4.800076038742414,46,3,44,10,9,4
55.51431376409581,25.00895262908336,40,1,31,19,5,4
58.39650986899552,40.099695357741325,68,1,30,83,4,3
34.541787659342525,34.06129298409785,82,2,3,5,2,1
36.79200405545556,12.571523033920586,34,3,38,95,5,5
53.08125436041304,28.742588022972463,89,2,38,76,6,8
63.93610637404004,2.951934494680066,60,3,47,94,6,9
60.48738623344231,9.47670087656874,60,1,33,71,1,4
61.45892360640041,33.437612261583084,75,2,43,88,8,9
50.00090765070991,7.207579683489234,71,2,10,57,2,7
48.62036578465155,16.562634333152722,18,2,12,70,1,3
56.739162851166775,3.379419887854322,49,1,11,89,7,4
47.89367968862861,22.39124326778144,4,2,6,1,8,8
53.35560932299645,39.14602419052503,46,1,43,81,1,9
60.52182153635157,44.342130092966165,5,3,26,76,8,1
56.47550807095946,17.699343778750798,81,3,22,2,5,2
44.14034086052263,23.157005560857563,89,3,22,29,5,1
57.54713647805531,4.5488738685806345,75,3,13,68,7,3
50.41201231009069,35.75512554162829,27,1,9,51,9,5
52.34840940228714,2.668574274775054,2,2,9,96,6,2
70.10002114815074,-6.14269853638366,72,3,18,80,7,6
59.901869076801205,22.06416225487654,91,3,49,46,3,1
40.54978622617036,9.560958317048437,48,3,47,88,9,7
62.36187859575728,3.4268686671420365,31,1,12,74,3,6
37.74803841096432,31.427243478854823,74,3,18,32,7,2
59.2744834204759,6.922170738161781,47,1,36,4,9,3
53.23948062931721,40.20128649893324,8,1,7,50,1,6
63.830163349328,25.16205197002633,53,3,29,58,5,4
46.1744752085304,28.055640974900744,68,3,24,5,5,2
52.10052936675856,45.51089343591959,35,3,2,7,7,9
51.53862484520037,31.614341220231275,62,3,19,47,3,9
49.15304713047933,29.9468300758556,35,1,26,92,4,3
48.95370300529202,49.551686626660576,50,2,5,66,5,9
53.09836992516404,42.15006693840584,55,1,31,2,1,8
42.43893637107736,10.785920961295128,38,2,18,40,1,9
42.89168807185469,9.943457430280525,58,2,30,10,7,7
53.32880965953706,32.600756365706246,17,1,10,9,2,1
53.19265332659208,20.88167725465421,90,3,2,63,6,1
66.09827324276101,6.174493983567503,54,3,43,33,3,2
54.80186069496179,1.4673518120561342,7,1,47,18,4,8
62.62317681903168,20.26004835736779,45,2,9,68,5,4
43.64060465479116,10.682696429973054,92,3,19,53,4,5
47.1740463587808,16.279428463699723,57,2,40,71,6,9
27.03111372235592,24.662279170139183,90,1,48,5,6,1
58.06710094451456,33.45557671823233,75,2,24,37,3,5
50.45784195101277,18.55314423448805,20,2,41,22,2,7
50.589350818475495,6.272649777947078,91,1,11,77,1,1
55.73143384608863,41.47513546218988,14,3,30,71,1,6
46.60294848405192,28.066504989187585,3,2,40,95,7,8
58.98621052936963,39.75310454660018,35,2,31,62,1,3
39.65287424844867,31.060632319713573,34,3,16,39,7,7
38.00141505882352,30.81702853033913,11,3,12,34,8,1
70.93032829099015,9.855025819668578,76,3,36,31,6,3
63.22903903797777,7.573411045261556,55,1,44,90,9,3
46.690959264352514,21.505015845285463,88,2,27,79,1,9
38.34772500353612,30.89549408114924,84,2,47,34,2,1
61.10325955989945,32.01900390259471,6,1,19,10,3,3
30.04540243175903,20.582335289484348,80,3,49,6,1,3
38.33794552687805,29.86084786930728,89,2,40,15,2,4
51.34547787888687,27.94499624982357,80,1,32,51,1,2
44.60137401474581,21.285958634549747,67,1,32,50,6,8
47.78156790672164,20.095096739562184,24,3,29,25,1,1
51.81013682244639,8.771465374932978,53,2,47,95,6,2
45.68872669102349,23.639135651347612,53,1,49,15,3,2
52.00356861343966,27.683807686237955,71,1,27,80,9,5
51.9563386690327,35.360470803578615,51,1,48,48,9,9
46.95960661738776,10.293254894398814,60,3,29,47,3,4
55.4588326431403,36.68269356199379,45,2,37,68,7,7
60.41788115681184,22.06321721925696,32,1,42,69,5,4
49.35216064117192,14.845393858123751,58,3,16,10,7,5
41.61969292719866,29.224021290710574,52,1,28,33,5,9
56.43672975469204,4.120665550693809,37,1,12,25,4,7
62.96780891558113,4.528940149828564,88,2,33,84,7,6
62.8884549304497,7.822650338070285,87,3,32,65,6,2
43.82002225023064,29.662866183155725,87,3,44,12,4,6
58.99355361368013,5.016913720972879,5,2,34,43,9,4
49.15342999321535,32.09571965894222,26,1,34,10,3,6
48.8565297042148,36.33105162232166,13,3,9,71,5,6
55.98717872164729,14.634429274399215,89,2,48,43,9,4
34.87255223052156,35.67321976902394,7,2,17,81,3,4
54.92721529918117,5.105361004898124,75,2,15,65,3,3
46.14856497037196,22.26071055372394,87,2,25,10,5,6
32.38971070472658,36.30055771237381,48,2,3,22,6,5
31.807006042632626,36.55607637310448,65,2,42,90,6,6
42.58281886439969,27.80322060389361,1,2,45,35,9,3
49.43589568153348,13.719644265716342,35,1,39,56,6,4
40.76280849300466,3.309236809284201,53,1,22,59,1,6
54.842662553315336,21.698820040349734,15,2,1,91,8,8
60.93925568247188,10.896720851977218,2,2,26,37,3,7
47.49918953532213,27.848865606851167,83,1,3,30,7,9
49.568824399984855,13.605463581503004,5,1,22,39,9,9
63.40898008745081,31.981924286744007,63,1,18,87,4,7
52.37001133085845,12.975191352480106,67,2,25,55,5,2
65.17105603476814,7.051458486055261,66,1,4,5,9,9
43.772307785418015,33.92160299087132,31,3,19,54,4,3
43.22191204678743,33.492338081284714,78,3,17,27,5,9
47.35313908518611,38.69903780080798,63,2,29,2,1,1
42.32879400961144,26.11052838735676,88,2,20,64,2,5
46.43693506368781,49.99520591407927,23,2,12,36,1,3
43.47921948366103,15.545425059099625,17,3,45,25,1,1
52.73073642416068,34.53663078554748,75,1,49,15,2,6
63.10695717457355,33.5033816652126,26,2,24,22,4,3
63.55678570410503,34.73169111107874,10,1,30,15,7,5
49.055116452253365,3.962046119076313,5,1,9,98,5,5
52.21548409333319,11.117839591753782,78,2,42,52,8,6
50.17333080470204,30.499790071921936,7,3,3,39,9,8
54.46825765210964,42.81668136757477,36,2,25,11,5,8
66.12070605292092,30.58237234253284,25,2,27,66,9,1
44.48779982915439,36.43294278264244,57,1,10,48,4,3
32.265510407129135,36.00856380416571,32,1,29,84,1,1
54.98216693578467,2.673226099374178,46,1,25,4,4,3
57.57442321904902,15.877099068867928,81,2,29,65,7,5
36.88189351743137,28.459990097421983,67,3,18,18,8,7
62.64237904293834,24.616518237566183,71,1,24,59,3,3
44.38326573804,27.20042740701697,31,3,11,24,5,3
44.76714287369233,30.74605962409614,48,3,23,93,1,1
59.411493718251,15.085359147043686,58,1,38,53,1,2
43.74950878154056,39.49117341767175,40,3,15,76,8,2
47.287222420157306,20.036203547048665,38,3,47,56,6,2
62.498944104377685,31.78755574836667,22,3,24,19,8,7
57.02898005938178,6.349354227546853,35,2,2,62,9,9
44.76221127462765,26.2164184518587,42,2,49,64,3,4
50.10505968277466,18.897148637345893,90,1,37,74,1,4
54.63582046268969,17.04935922441451,95,3,5,27,9,5
55.037921407472446,41.09040547818775,79,2,19,24,8,6
64.15888362958769,30.137020123596567,89,3,19,60,1,9
51.1867896347344,45.60261450883752,42,2,7,45,3,8
38.45944739300549,31.447293931029854,49,3,7,85,6,5
42.77703668998628,20.274357218872638,91,3,3,94,2,2
61.58170243839675,11.753987677039254,57,2,19,1,9,5
53.40554092803832,2.822623969638068,61,1,45,66,6,6
36.05621811974292,14.618362424503424,52,1,8,56,6,5
43.44249393904138,22.562959334231763,86,3,40,27,3,2
38.826460839804746,12.572759448794596,5,2,11,59,6,2
35.88666908442556,30.396905933591764,32,3,5,5,5,9
48.09293127280476,21.373729097698845,71,3,11,10,2,5
66.98324490514052,26.648142753183095,85,2,23,7,9,4
59.48150481354043,25.09889082650406,71,3,22,32,5,5
52.31386714761455,35.71203232181546,28,3,11,31,7,3
63.2613508157644,8.895494049146503,78,1,14,32,8,5
39.94972951103774,11.154087874922748,5,3,46,52,1,5
44.30094765618652,25.348147248028678,39,2,40,28,7,6
70.79181600116587,-7.775802760852716,57,2,29,95,2,8
50.2818676474607,19.20856743670162,61,2,8,49,1,9
44.01457326328884,16.66646278671065,92,2,48,18,8,7
37.18483377521,11.860698962965772,62,1,42,68,5,6
69.1429662295454,12.02580693408438,89,2,34,35,2,9
54.16199564127733,18.854040571665607,70,3,28,35,1,8
64.26737236226629,5.352088776681357,13,2,42,6,2,1
48.698374935656105,27.941226148119075,18,2,19,60,9,4
53.33764836804666,36.14687444534663,93,2,19,8,3,5
49.817580162689,15.291703542511346,7,2,41,20,2,2
55.07598984920172,27.858256396556087,2,3,9,93,6,5
43.45491017841797,36.633812659023945,84,1,18,65,2,5
56.15494558144516,30.347261398429723,95,3,42,37,6,6
42.61634036392304,38.26852166395501,29,3,9,83,1,9
55.40220120684555,41.6334859616959,41,3,3,18,1,8
50.73796983476401,14.596272187333753,70,2,18,16,8,6
49.2634631070944,16.833826411079816,8,3,4,20,3,5
61.193500003585896,7.865546303912871,72,1,43,29,1,4
57.46462947355669,16.394226168494356,76,2,36,6,4,4
63.30137041151082,4.615354643644522,23,3,14,45,9,8
31.310067195196105,37.78709922634724,45,3,23,83,7,1
45.619312186516765,52.558962418874735,52,3,6,19,5,3
48.85806203262865,28.10391601798582,56,2,13,59,2,2
42.471356730800856,24.86357084613029,47,2,12,93,1,6
48.72335063554507,4.638937120171327,12,2,25,3,2,3
48.436246992097786,44.057784095204646,77,3,14,3,7,3
54.51782266449688,18.096041714752843,90,2,3,70,7,4
53.46278024349565,19.038022320197392,62,2,36,36,6,6
49.57069419599949,13.275986434698858,46,2,49,55,2,9
44.22473503727045,37.04350313643171,8,2,2,4,7,4
60.17350609580908,15.141285110704104,67,1,26,59,1,5
52.24173963501779,27.63267670920057,66,3,44,85,7,6
30.157881500331005,20.737483219781737,31,3,27,85,2,2
50.452923237287614,16.87575680540586,46,3,16,77,9,3
61.678297922095645,35.38323442779043,52,1,39,30,9,3
36.68878927473606,33.453480786074955,64,2,39,51,8,1
65.41620003516759,8.413976741848721,91,3,32,13,8,1
38.17194916472566,30.53363363003646,23,1,28,54,6,2
33.35833635012628,37.1829098289141,59,1,11,34,9,5
27.22959951843983,25.76065145365261,86,2,1,51,9,4
56.44151867459164,24.110503224998524,69,3,39,40,8,2
49.66742006808112,22.134852905596915,46,3,21,42,3,5
44.150274316323134,36.114199501927885,56,1,39,87,8,2
52.83319320221514,36.33393374184514,74,2,29,43,9,5
47.62034885558033,14.012165415223553,49,2,11,59,5,3
53.91321132014039,0.9245883365917944,45,1,16,11,3,4
56.19193875165604,10.230219349257156,46,3,31,5,5,3
58.53711835134048,17.963899498036362,68,3,1,96,2,9
62.44322657351466,4.996868613932786,65,2,49,56,1,8
37.5801088210207,12.63433137563727,41,3,36,12,9,5
56.87579333036534,1.8228515707385509,91,3,8,52,1,4
49.64249635162389,7.937281569354504,4,1,45,13,5,7
44.37297805260904,28.41727060797847,11,3,25,16,2,8
65.60358624246324,29.48220239380535,9,3,14,76,3,9
61.320063028984784,6.322578075354844,58,3,12,40,3,4
51.45356503482635,46.51248031436872,29,2,4,10,8,6
56.2997296326953,31.008348037637944,54,2,13,89,4,9
62.90731171029481,26.257414717784258,67,1,26,33,9,6
30.408116223626365,37.99242484782931,28,1,9,96,6,4
44.79160702335012,50.17302863690588,87,3,41,83,9,6
45.86904923689192,11.050827208261602,65,1,20,40,1,4
56.17437728261456,40.08209999631194,52,1,6,81,2,4
49.26078189205825,20.29705180482459,36,3,26,35,1,7
68.0481918566302,-2.028337601777336,46,3,34,72,8,8
60.47904134097183,0.822241537184247,66,2,49,51,2,5
55.986888432194256,9.0076599461765,76,2,42,7,9,4
69.60798068103662,8.93373237580142,76,1,40,15,7,4
56.254032994118845,24.47443260177692,81,3,26,13,1,2
28.19552047704938,23.14549337271143,19,3,27,11,8,3
48.269595285188814,14.762524935855026,81,3,29,1,3,9
50.583097787665984,19.124879185560136,48,1,49,14,1,8
70.62675799554765,-7.256824946446604,76,2,48,95,7,7
43.22982333493744,34.39721990363204,36,3,1,76,4,7
48.37607985101053,36.94359348049895,48,2,43,23,6,6
55.86995059818039,0.4990076780524758,21,3,43,86,4,9
62.84747476723288,30.138094468565264,25,1,21,40,4,7
66.73112189977206,18.09933985905425,68,1,23,35,3,1
64.95141686095359,28.536384242147637,73,1,49,57,7,8
43.02942019627693,19.12096559949645,56,3,37,6,3,7
66.34220088599226,24.628385529812192,89,2,18,4,7,4
63.82537818916426,16.580580959587056,54,1,37,25,7,5
40.7139020833304,35.59331706403064,38,3,19,1,8,3
63.92282161534792,18.74568661700652,63,3,41,85,4,6
60.13546315937035,13.996130307037,84,1,21,13,8,1
55.2051867831986,28.528996966727327,88,1,21,64,6,5
66.83955965102358,7.951602151357707,58,1,39,19,6,7
56.35647344039479,13.971528402246411,66,3,32,63,7,8
47.36949776815125,14.395467199486792,3,2,5,81,1,9
47.48859166567334,14.677888317355436,57,1,12,44,4,5
51.27483235024587,51.425669661315126,67,1,7,8,2,9
49.41668357208948,20.304699227794096,57,3,21,67,4,3
53.38623692609985,4.592298414465219,5,1,2,27,4,3
47.51229870309213,15.040796520298182,70,3,29,72,5,1
46.25394217295261,49.2685500157467,51,1,28,11,3,2
50.24221915369746,22.88060306461231,52,1,39,44,6,6
66.08151728875465,4.696446609761724,37,1,41,34,6,5
67.96474443574137,1.1788622687948564,86,1,31,86,1,3
59.7273801772414,2.399856768309764,30,3,23,82,9,5
49.36689389177037,5.531921918469034,6,1,29,44,9,7
37.78560769661688,13.481611163995026,3,2,35,74,3,7
33.581405067204905,36.89086528520679,48,1,35,42,2,1
33.66114945556506,36.689696206382976,73,1,36,78,9,1
41.72403086106429,23.504169765265264,34,1,36,32,4,2
40.95669759895141,23.30244800909541,78,1,47,13,3,1
70.3306780523686,-6.246072875504386,24,3,33,10,6,2
54.277593962264575,1.7873894260275305,76,2,22,2,2,4
66.78477258138108,1.2424736535102028,14,3,38,15,4,3
45.38274426305242,28.31153890800352,60,3,40,66,8,9
50.76743949668836,38.48944448503948,87,1,30,41,3,8
57.37849735534999,38.93513807772056,3,1,46,60,5,9
46.26124812826519,12.58064427839337,66,3,25,25,5,6
44.13743225883556,29.963562996544265,42,2,49,50,8,1
45.17745973100594,23.12663515443393,25,3,45,54,9,2
61.28371687132802,35.41167433769419,21,1,22,55,5,6
42.3644522381403,30.49112112317068,90,1,9,59,3,4
45.65859002283922,31.515227527960324,9,1,39,20,7,4
58.43351162568233,22.569566168830374,89,2,42,11,5,2
55.851282088618426,15.75464497925348,3,3,8,89,5,6
52.00357049749534,52.1912108625305,45,3,13,34,4,9
57.71621363930311,16.157195790763712,42,1,3,22,8,2
39.28790846968661,9.630509033422724,45,2,2,38,2,9
57.87527090663105,4.456203680050491,20,1,32,2,9,1
44.974943768121065,21.45597624363642,42,2,27,65,4,2
54.74673003306852,-1.7205736129858489,66,1,6,64,1,2
56.309083434013,16.746261687942877,52,1,36,71,4,6
54.4717900468838,13.935248069189212,54,2,44,26,7,7
47.1480169675308,22.727649450046723,35,3,44,30,9,4
49.862716092637854,28.667340581475823,59,1,9,67,7,2
52.99503571540176,19.507051878520222,66,1,14,57,9,9
66.99931201009852,3.942602845095293,9,1,22,40,5,5
59.08677518247067,18.32080344590504,10,3,35,10,6,5
51.71070897071848,14.33463528734483,88,1,3,78,4,7
52.61783329543154,21.4708687433712,30,2,30,61,5,3
56.91966539922172,1.3275935178903062,90,1,21,39,4,7
55.70680455926151,13.483231183671174,42,3,39,29,9,2
55.98423174316195,14.992152886678513,15,3,4,54,4,6
